80	 15	 34	 6716	
86	 12	 65	 9313	
85	 16	 69	 8619	
88	 2	 25	 7880	
2	 15	 30	 4668	
75	 3	 80	 15234	
83	 4	 79	 11884	
78	 4	 41	 13549	
89	 3	 49	 3101	
74	 4	 35	 15082	
81	 16	 69	 8389	
77	 3	 40	 13107	
86	 19	 78	 13108	
74	 5	 83	 9833	
81	 16	 71	 11091	
90	 17	 75	 12675	
87	 17	 14	 3170	
78	 18	 46	 353	
3	 17	 87	 13412	
74	 4	 91	 5917	
84	 17	 22	 11638	
87	 9	 23	 7261	
4	 19	 84	 10973	
5	 18	 53	 9552	
1	 5	 90	 7001	
74	 9	 15	 11381	
82	 3	 91	 8312	
91	 4	 2	 9129	
78	 11	 42	 10034	
3	 9	 14	 4094	
80	 19	 49	 8439	
82	 15	 33	 15176	
82	 17	 15	 3031	
74	 4	 90	 17446	
77	 0	 14	 16904	
89	 4	 81	 17384	
83	 6	 32	 9989	
88	 19	 77	 10837	
74	 17	 12	 10610	
80	 15	 32	 3180	
74	 19	 74	 15982	
79	 17	 82	 9777	
76	 4	 37	 10401	
74	 13	 64	 8069	
5	 3	 35	 962	
89	 3	 5	 10239	
3	 17	 75	 17814	
84	 17	 76	 1982	
0	 17	 3	 12362	
87	 18	 38	 6469	
91	 8	 35	 1735	
90	 5	 79	 4790	
4	 3	 89	 15924	
4	 19	 80	 4578	
2	 1	 10	 6341	
3	 3	 52	 2961	
0	 3	 75	 14225	
2	 16	 67	 18052	
2	 17	 3	 14145	
90	 9	 21	 2120	
78	 13	 61	 1503	
5	 17	 87	 6883	
89	 15	 20	 2853	
86	 16	 66	 3666	
89	 5	 75	 14085	
77	 5	 84	 221	
75	 12	 60	 12127	
1	 17	 2	 8781	
88	 7	 53	 3782	
88	 18	 52	 1032	
76	 17	 3	 4705	
77	 5	 4	 4073	
81	 17	 78	 13937	
77	 14	 56	 11253	
75	 4	 81	 8443	
3	 18	 41	 8555	
3	 0	 20	 3449	
81	 16	 71	 6979	
82	 4	 68	 10460	
82	 4	 85	 526	
4	 15	 15	 7894	
86	 6	 33	 9797	
3	 5	 83	 11002	
3	 15	 70	 6991	
84	 8	 31	 1161	
82	 11	 43	 1932	
88	 12	 64	 3808	
88	 3	 67	 14682	
91	 17	 13	 8073	
81	 4	 69	 1117	
88	 14	 39	 7424	
89	 3	 2	 16958	
83	 3	 35	 5694	
3	 4	 72	 10403	
81	 15	 70	 900	
89	 5	 86	 11322	
83	 18	 47	 16685	
83	 3	 78	 5403	
5	 4	 70	 2432	
89	 17	 6	 11824	
87	 18	 48	 15321	
84	 12	 60	 17453	
80	 18	 38	 7157	
87	 15	 17	 9990	
4	 4	 34	 16021	
85	 18	 52	 9524	
3	 5	 90	 5432	
81	 17	 16	 6399	
79	 12	 61	 17261	
3	 18	 64	 10946	
76	 4	 33	 14287	
86	 15	 15	 2284	
2	 7	 37	 4712	
78	 5	 5	 9658	
83	 4	 89	 7439	
86	 4	 66	 6098	
79	 8	 31	 10047	
80	 9	 22	 16742	
88	 17	 18	 2894	
87	 7	 52	 13864	
74	 17	 78	 15045	
79	 3	 3	 17799	
1	 17	 4	 2644	
4	 5	 60	 16032	
2	 3	 1	 3480	
4	 5	 88	 11901	
87	 9	 22	 13860	
82	 4	 33	 10681	
81	 18	 49	 1660	
1	 3	 69	 5030	
4	 3	 40	 11300	
87	 0	 14	 2333	
0	 4	 77	 7603	
1	 0	 22	 15384	
82	 4	 79	 14273	
4	 15	 73	 12443	
2	 4	 30	 7782	
4	 3	 86	 11210	
88	 7	 50	 8216	
87	 17	 19	 3578	
84	 4	 76	 18171	
85	 1	 9	 8576	
3	 2	 25	 10498	
78	 0	 22	 8682	
88	 4	 84	 6371	
89	 3	 68	 2087	
0	 11	 46	 13030	
77	 3	 78	 5967	
82	 0	 16	 6719	
76	 17	 1	 7562	
77	 19	 2	 13209	
76	 14	 39	 3057	
4	 15	 32	 15169	
0	 18	 65	 11547	
78	 15	 70	 10873	
80	 5	 63	 10320	
91	 0	 19	 18141	
79	 0	 14	 5712	
85	 12	 65	 17670	
76	 5	 78	 12029	
90	 15	 17	 4493	
86	 17	 23	 5486	
86	 18	 63	 11158	
81	 4	 50	 970	
4	 15	 31	 15515	
3	 5	 83	 7142	
1	 7	 49	 8927	
4	 2	 25	 13842	
74	 17	 14	 12250	
77	 4	 49	 1840	
4	 17	 11	 16210	
89	 5	 88	 14141	
87	 4	 90	 2958	
78	 3	 86	 2577	
79	 3	 72	 8803	
2	 19	 80	 9715	
82	 17	 6	 1131	
4	 19	 85	 14247	
4	 4	 48	 11881	
79	 1	 9	 15543	
79	 5	 3	 15650	
81	 13	 61	 10667	
74	 3	 34	 16241	
86	 5	 87	 14559	
84	 3	 71	 11464	
87	 0	 23	 2020	
82	 14	 57	 14151	
5	 7	 39	 12062	
79	 17	 12	 15240	
85	 4	 77	 17906	
5	 3	 3	 10681	
75	 17	 18	 1247	
90	 4	 70	 14923	
77	 15	 13	 14685	
81	 14	 59	 14312	
88	 10	 6	 7438	
87	 19	 4	 13057	
1	 9	 21	 11680	
5	 17	 81	 10591	
89	 5	 80	 12679	
74	 0	 13	 9143	
84	 3	 1	 903	
87	 4	 90	 5597	
76	 19	 4	 12525	
79	 14	 41	 78	
87	 0	 23	 15514	
88	 5	 2	 8972	
87	 17	 91	 4705	
87	 19	 82	 17907	
1	 15	 23	 9885	
1	 3	 68	 279	
80	 5	 89	 9140	
77	 4	 86	 8919	
79	 3	 91	 2071	
76	 3	 89	 9835	
77	 5	 65	 4499	
75	 17	 11	 6348	
89	 5	 81	 13459	
5	 9	 12	 16032	
81	 4	 3	 9442	
89	 18	 40	 4183	
2	 14	 59	 16350	
86	 3	 2	 11757	
84	 1	 7	 14479	
86	 7	 39	 5868	
84	 19	 53	 11138	
79	 4	 39	 2876	
76	 15	 33	 13455	
0	 5	 3	 855	
77	 4	 81	 2238	
74	 5	 86	 15295	
83	 16	 71	 7324	
87	 19	 51	 5707	
80	 17	 13	 4354	
78	 19	 50	 7678	
83	 4	 84	 8822	
90	 19	 81	 11906	
75	 17	 8	 17778	
78	 3	 41	 11879	
82	 19	 85	 17583	
76	 5	 87	 7386	
91	 17	 23	 14674	
87	 4	 33	 16746	
79	 15	 21	 6170	
80	 3	 0	 15353	
3	 3	 77	 8151	
2	 17	 5	 11077	
85	 4	 1	 4944	
78	 5	 87	 15163	
5	 16	 69	 13977	
81	 14	 39	 726	
3	 7	 40	 17813	
83	 3	 76	 18059	
75	 19	 78	 8928	
83	 3	 30	 14563	
81	 3	 36	 9225	
3	 17	 12	 17589	
1	 17	 78	 6922	
79	 4	 70	 794	
90	 0	 13	 14619	
89	 0	 14	 12482	
2	 18	 63	 16522	
80	 17	 20	 3800	
82	 4	 31	 6902	
75	 17	 87	 12513	
80	 17	 79	 1495	
77	 18	 60	 17474	
4	 3	 77	 17374	
78	 9	 13	 1031	
1	 4	 3	 2995	
5	 4	 67	 4083	
88	 9	 17	 10873	
90	 2	 26	 4933	
80	 4	 84	 11571	
75	 5	 89	 2410	
4	 4	 30	 10136	
84	 15	 20	 3526	
79	 5	 77	 12224	
81	 4	 32	 4693	
0	 10	 9	 17100	
2	 4	 34	 6040	
89	 7	 52	 16676	
77	 4	 49	 16234	
81	 18	 39	 6960	
81	 13	 63	 11994	
3	 3	 75	 1	
81	 19	 81	 5268	
3	 17	 84	 7441	
5	 3	 68	 1874	
82	 3	 67	 1070	
4	 3	 3	 2024	
77	 7	 38	 2371	
74	 4	 31	 3571	
5	 15	 13	 14980	
0	 15	 18	 13381	
88	 18	 52	 10976	
91	 5	 84	 11421	
75	 16	 69	 14256	
91	 13	 61	 10600	
82	 17	 1	 14219	
0	 19	 49	 17548	
80	 18	 43	 17062	
2	 19	 90	 1252	
1	 6	 32	 11807	
90	 14	 54	 10292	
75	 3	 67	 11313	
90	 4	 84	 4708	
81	 19	 74	 12743	
90	 19	 75	 16430	
88	 11	 44	 7344	
86	 9	 21	 2724	
89	 3	 90	 5910	
0	 13	 63	 547	
88	 18	 40	 13802	
80	 4	 39	 17452	
82	 19	 86	 9937	
86	 4	 84	 5769	
90	 3	 48	 15192	
2	 7	 36	 5257	
78	 5	 62	 3860	
86	 18	 65	 7449	
79	 17	 1	 10946	
82	 0	 18	 6729	
3	 5	 2	 6009	
5	 5	 81	 5325	
83	 16	 72	 9444	
77	 15	 14	 2017	
88	 4	 80	 16371	
74	 11	 46	 16134	
89	 3	 77	 4532	
91	 2	 28	 12035	
86	 9	 16	 11395	
85	 15	 12	 15683	
1	 4	 67	 2072	
3	 7	 37	 3674	
4	 16	 71	 2827	
82	 5	 76	 13621	
80	 16	 68	 15995	
83	 17	 0	 17033	
89	 10	 11	 5153	
91	 2	 26	 13248	
2	 18	 39	 4952	
91	 19	 82	 16263	
77	 3	 78	 11040	
91	 4	 3	 1376	
75	 5	 63	 12937	
78	 3	 50	 657	
86	 2	 25	 15655	
79	 8	 35	 4935	
87	 19	 88	 695	
0	 18	 40	 6242	
86	 4	 0	 6884	
86	 19	 86	 4233	
80	 18	 49	 11174	
81	 14	 39	 15219	
79	 17	 16	 15686	
3	 14	 58	 2848	
2	 2	 26	 10058	
90	 14	 57	 607	
84	 4	 32	 12957	
85	 3	 84	 4795	
81	 10	 11	 9637	
87	 18	 43	 6895	
85	 17	 81	 12106	
80	 4	 38	 559	
75	 3	 0	 1478	
82	 17	 91	 2671	
88	 19	 77	 11969	
90	 3	 73	 7856	
82	 4	 71	 187	
78	 4	 73	 3785	
0	 5	 74	 3034	
84	 11	 47	 5469	
77	 18	 38	 207	
81	 16	 66	 2045	
75	 3	 52	 3780	
1	 4	 86	 1648	
85	 4	 88	 10960	
78	 4	 2	 7734	
85	 12	 62	 8344	
75	 5	 76	 9922	
91	 19	 53	 2562	
77	 11	 45	 8949	
5	 10	 9	 248	
5	 12	 60	 5497	
5	 17	 2	 11485	
80	 19	 91	 14231	
74	 15	 22	 17209	
90	 5	 90	 1408	
2	 17	 1	 14705	
75	 3	 77	 14699	
89	 17	 8	 6566	
4	 3	 53	 17436	
80	 4	 66	 11893	
2	 7	 50	 11116	
74	 0	 22	 10887	
77	 18	 40	 2696	
83	 18	 43	 3757	
0	 3	 66	 9090	
83	 17	 13	 6992	
0	 14	 38	 12341	
84	 19	 53	 11402	
83	 4	 33	 13513	
1	 5	 61	 1604	
78	 0	 14	 4860	
0	 3	 69	 16763	
74	 4	 73	 15906	
77	 18	 44	 14761	
5	 18	 43	 10686	
87	 4	 88	 16500	
74	 17	 4	 2879	
89	 11	 42	 1541	
84	 13	 61	 16869	
79	 17	 76	 3848	
4	 5	 85	 11433	
82	 3	 3	 7335	
86	 10	 11	 11100	
1	 6	 30	 2677	
83	 4	 68	 1510	
75	 15	 14	 8941	
2	 5	 89	 4031	
88	 5	 86	 16187	
84	 4	 76	 12619	
4	 0	 12	 4647	
81	 19	 52	 14867	
86	 3	 80	 16727	
84	 17	 79	 14655	
86	 17	 2	 18249	
75	 15	 70	 300	
1	 0	 13	 18252	
79	 15	 70	 9542	
86	 14	 37	 4629	
82	 9	 12	 11710	
0	 14	 56	 5024	
3	 17	 74	 17483	
87	 9	 14	 13753	
80	 7	 49	 17697	
90	 15	 67	 15827	
82	 0	 22	 950	
2	 17	 88	 16432	
87	 3	 35	 13206	
77	 19	 4	 6647	
83	 4	 73	 12723	
82	 15	 20	 3715	
3	 19	 0	 4931	
79	 18	 46	 731	
83	 17	 91	 7610	
82	 11	 47	 9290	
77	 9	 16	 3559	
83	 3	 77	 5041	
81	 18	 62	 6025	
5	 15	 70	 12262	
86	 1	 10	 16395	
75	 0	 14	 8187	
87	 5	 76	 14407	
85	 9	 15	 1295	
1	 6	 30	 15172	
76	 3	 86	 14898	
81	 9	 20	 7205	
83	 10	 10	 12195	
0	 9	 12	 5333	
86	 7	 36	 12492	
78	 1	 6	 15160	
3	 3	 84	 17476	
91	 16	 70	 10372	
1	 11	 43	 16948	
91	 4	 79	 9323	
76	 3	 75	 10546	
3	 13	 63	 9661	
79	 5	 63	 15246	
87	 3	 86	 12519	
82	 0	 22	 37	
75	 6	 33	 10685	
87	 17	 20	 9136	
3	 15	 13	 9808	
76	 10	 10	 5761	
74	 4	 33	 11587	
84	 3	 91	 18113	
79	 19	 78	 6888	
78	 17	 16	 66	
82	 4	 82	 10939	
82	 17	 88	 17553	
78	 14	 59	 5158	
79	 14	 59	 14532	
91	 0	 18	 8162	
74	 15	 21	 5300	
85	 14	 57	 15165	
76	 17	 19	 10948	
78	 4	 67	 5056	
89	 18	 52	 9834	
0	 3	 49	 11756	
85	 10	 10	 10809	
79	 4	 3	 6316	
1	 17	 86	 9342	
82	 15	 34	 1443	
89	 15	 69	 6106	
86	 4	 5	 17766	
86	 16	 66	 10767	
81	 3	 80	 17348	
88	 2	 24	 18203	
74	 5	 87	 13794	
75	 19	 75	 3817	
91	 19	 4	 7514	
76	 4	 88	 15712	
85	 17	 12	 8123	
4	 13	 63	 11839	
76	 5	 79	 7750	
5	 19	 78	 5111	
74	 19	 83	 1622	
80	 16	 73	 14937	
82	 18	 61	 10165	
81	 4	 83	 4993	
79	 17	 13	 2359	
86	 6	 30	 15245	
0	 4	 34	 13793	
86	 15	 20	 8965	
0	 15	 30	 5561	
5	 17	 86	 14662	
90	 1	 9	 6583	
74	 9	 16	 13581	
77	 16	 68	 15741	
1	 17	 6	 4991	
78	 15	 66	 7923	
77	 18	 63	 9523	
5	 15	 30	 10933	
91	 16	 68	 13309	
87	 7	 48	 15200	
91	 5	 77	 11788	
91	 8	 33	 2187	
88	 15	 14	 3858	
1	 7	 53	 11521	
78	 3	 68	 1007	
91	 12	 63	 2439	
82	 19	 51	 3569	
91	 3	 81	 1248	
2	 10	 7	 15863	
4	 14	 59	 7400	
78	 15	 12	 11574	
81	 17	 0	 10942	
81	 3	 74	 9986	
4	 3	 67	 4711	
79	 18	 63	 8354	
5	 17	 19	 8508	
3	 18	 51	 1800	
81	 14	 38	 8797	
78	 18	 52	 13605	
80	 15	 19	 13237	
79	 5	 81	 9719	
82	 8	 35	 11207	
74	 17	 88	 11176	
80	 5	 88	 10487	
87	 4	 85	 6666	
0	 3	 75	 11220	
74	 3	 49	 7626	
83	 4	 80	 1495	
85	 3	 67	 3003	
83	 16	 70	 10085	
84	 3	 80	 8497	
88	 16	 73	 318	
90	 3	 41	 15570	
2	 19	 3	 12050	
87	 3	 68	 9227	
86	 4	 90	 3654	
78	 3	 70	 13345	
83	 0	 23	 3383	
3	 8	 34	 13206	
4	 17	 90	 13447	
3	 3	 4	 8528	
1	 14	 38	 14704	
91	 5	 85	 18080	
76	 11	 45	 10477	
83	 0	 21	 10350	
74	 4	 74	 3862	
75	 16	 73	 11447	
0	 4	 79	 13063	
79	 14	 54	 16462	
5	 19	 49	 13641	
86	 15	 72	 9079	
5	 15	 32	 7567	
88	 4	 75	 7444	
88	 19	 91	 8535	
78	 6	 31	 3682	
91	 4	 88	 4050	
80	 3	 5	 11733	
88	 3	 68	 6302	
78	 11	 44	 13024	
88	 15	 33	 138	
88	 4	 75	 10509	
82	 3	 51	 9912	
4	 5	 64	 5396	
1	 3	 33	 253	
88	 4	 76	 10460	
77	 4	 68	 13500	
1	 6	 32	 3497	
84	 15	 33	 16974	
79	 12	 62	 10272	
3	 4	 69	 7368	
79	 17	 18	 6261	
83	 3	 3	 13468	
74	 10	 10	 11419	
91	 3	 67	 7165	
3	 4	 67	 17444	
5	 4	 90	 13512	
85	 5	 81	 18088	
78	 14	 54	 6298	
4	 3	 77	 15940	
85	 1	 7	 9333	
78	 3	 68	 6607	
86	 15	 17	 17931	
80	 5	 64	 6769	
2	 0	 17	 5827	
0	 12	 62	 198	
74	 3	 85	 6604	
89	 3	 5	 5735	
1	 6	 30	 1401	
2	 17	 83	 12160	
78	 13	 65	 7767	
78	 9	 23	 7955	
1	 15	 22	 9627	
89	 19	 4	 13841	
87	 15	 30	 10313	
82	 4	 90	 8326	
86	 4	 85	 3235	
77	 15	 73	 16333	
4	 19	 0	 18150	
79	 18	 64	 6158	
90	 19	 89	 11149	
3	 18	 65	 15878	
85	 11	 45	 3481	
74	 1	 6	 11121	
77	 4	 87	 10479	
75	 5	 88	 10890	
83	 15	 13	 16251	
87	 3	 53	 9294	
76	 3	 88	 1489	
88	 5	 88	 11918	
3	 4	 66	 4885	
80	 14	 57	 4655	
91	 19	 53	 17101	
5	 14	 55	 3014	
87	 4	 73	 11019	
88	 17	 81	 14270	
90	 18	 42	 4529	
75	 2	 29	 9266	
78	 4	 87	 18225	
84	 3	 49	 11509	
3	 17	 23	 12085	
79	 7	 40	 15494	
80	 14	 37	 17320	
0	 17	 21	 5778	
76	 17	 11	 11463	
81	 3	 34	 7409	
84	 4	 72	 18227	
3	 3	 0	 12593	
83	 9	 15	 13095	
77	 17	 84	 8877	
75	 3	 0	 14386	
77	 3	 53	 13911	
78	 4	 35	 7647	
89	 17	 84	 17866	
83	 19	 1	 8300	
79	 0	 19	 16625	
78	 16	 68	 10684	
0	 17	 0	 8630	
75	 17	 85	 16358	
84	 9	 22	 1140	
0	 4	 5	 11166	
0	 19	 4	 11015	
86	 4	 90	 8586	
80	 18	 39	 5598	
83	 3	 34	 339	
2	 17	 82	 17055	
78	 18	 42	 13635	
80	 17	 85	 2883	
89	 18	 50	 3999	
4	 7	 51	 12488	
1	 15	 14	 7260	
76	 14	 56	 17269	
81	 17	 11	 9794	
3	 3	 78	 2494	
89	 3	 86	 3222	
76	 4	 39	 5989	
3	 14	 40	 15014	
84	 9	 22	 15921	
80	 5	 75	 10704	
83	 15	 18	 1707	
75	 17	 85	 17655	
85	 14	 58	 3352	
88	 18	 40	 7883	
1	 13	 65	 13909	
80	 14	 56	 5707	
88	 3	 49	 3603	
1	 19	 74	 1256	
0	 17	 17	 17363	
77	 3	 31	 18213	
84	 15	 34	 148	
82	 17	 85	 14254	
77	 17	 6	 3203	
76	 4	 66	 3012	
91	 6	 33	 14816	
90	 19	 84	 7172	
81	 4	 35	 12399	
2	 18	 60	 14493	
82	 15	 70	 7307	
91	 15	 17	 8054	
86	 19	 48	 12089	
0	 4	 70	 4103	
90	 14	 38	 2810	
78	 18	 44	 39	
5	 5	 77	 978	
81	 4	 67	 11570	
80	 5	 82	 9518	
84	 10	 10	 13692	
86	 7	 52	 16009	
4	 18	 38	 1586	
4	 19	 76	 3613	
0	 10	 7	 16891	
83	 19	 82	 11515	
84	 4	 89	 5732	
78	 4	 40	 6094	
75	 17	 19	 17101	
78	 18	 36	 7155	
84	 19	 86	 11042	
83	 4	 88	 2650	
83	 5	 76	 4615	
0	 17	 82	 13227	
89	 4	 50	 6738	
83	 10	 9	 15554	
91	 5	 1	 7188	
75	 4	 52	 17621	
90	 15	 19	 5561	
0	 15	 35	 12008	
2	 10	 6	 3432	
76	 5	 85	 3559	
4	 3	 81	 5917	
84	 3	 49	 3787	
4	 14	 59	 13788	
80	 17	 78	 16221	
84	 15	 22	 10972	
89	 4	 68	 4385	
86	 9	 18	 9759	
79	 2	 26	 10439	
74	 4	 52	 2623	
77	 5	 60	 5622	
3	 14	 37	 9203	
79	 3	 66	 13969	
90	 9	 14	 6288	
79	 5	 75	 14449	
86	 9	 16	 14468	
82	 3	 68	 15309	
79	 9	 22	 1364	
77	 7	 50	 7962	
3	 5	 79	 6962	
76	 10	 9	 801	
76	 15	 15	 16385	
79	 3	 0	 11647	
5	 3	 91	 1557	
78	 4	 36	 5796	
85	 3	 87	 1710	
76	 13	 60	 5772	
85	 19	 48	 8221	
80	 17	 75	 799	
79	 7	 39	 7207	
86	 17	 74	 687	
78	 6	 34	 17472	
88	 3	 34	 4156	
91	 15	 13	 10581	
78	 18	 39	 13853	
85	 7	 49	 782	
5	 19	 86	 5717	
0	 18	 48	 9716	
88	 10	 8	 9689	
83	 17	 79	 16644	
76	 5	 83	 11577	
78	 14	 40	 18139	
3	 18	 42	 6469	
78	 19	 52	 16948	
1	 12	 60	 5335	
82	 5	 79	 8861	
3	 19	 2	 13630	
78	 3	 40	 11222	
91	 3	 3	 12491	
81	 13	 61	 10345	
83	 14	 59	 16373	
88	 14	 57	 2879	
5	 5	 82	 15170	
88	 9	 13	 467	
74	 5	 79	 11177	
90	 10	 11	 15642	
81	 11	 42	 3584	
91	 9	 14	 18134	
82	 16	 73	 2961	
2	 4	 66	 13532	
74	 12	 60	 5504	
1	 16	 71	 14861	
84	 16	 72	 15056	
89	 17	 6	 7862	
80	 0	 19	 5751	
90	 4	 34	 5262	
88	 16	 71	 380	
83	 4	 35	 14236	
89	 18	 42	 5784	
79	 3	 84	 198	
91	 4	 0	 12478	
75	 17	 20	 15583	
90	 4	 68	 9456	
90	 5	 64	 15691	
2	 9	 19	 503	
2	 4	 72	 6067	
77	 5	 0	 2629	
76	 14	 58	 12289	
89	 4	 71	 6454	
89	 5	 5	 8325	
3	 0	 18	 12164	
77	 14	 38	 14669	
85	 19	 75	 14470	
3	 14	 54	 11240	
87	 4	 83	 7951	
0	 4	 78	 13297	
88	 0	 22	 15546	
75	 15	 31	 392	
75	 5	 86	 11334	
87	 5	 89	 12134	
2	 5	 1	 10299	
81	 7	 36	 15416	
85	 7	 40	 12326	
84	 18	 49	 2181	
89	 0	 19	 5009	
84	 19	 5	 3109	
1	 19	 91	 12445	
84	 2	 29	 13791	
80	 8	 35	 10074	
78	 17	 21	 448	
74	 5	 88	 3225	
82	 5	 79	 400	
0	 18	 45	 6668	
1	 17	 16	 4782	
0	 17	 13	 16913	
78	 14	 36	 10217	
85	 3	 52	 13050	
86	 4	 30	 3461	
87	 0	 18	 5800	
81	 19	 91	 2529	
90	 19	 2	 743	
83	 9	 18	 6966	
91	 14	 54	 13381	
88	 17	 1	 5149	
79	 0	 20	 12297	
4	 4	 89	 3263	
4	 15	 72	 3860	
91	 13	 60	 8462	
86	 15	 70	 965	
2	 7	 37	 6098	
2	 3	 5	 8018	
80	 11	 47	 10231	
75	 3	 91	 10491	
0	 18	 41	 13296	
91	 17	 91	 17259	
75	 3	 72	 16000	
90	 13	 64	 16945	
5	 5	 4	 16935	
77	 18	 46	 4113	
82	 4	 5	 9718	
1	 17	 2	 1954	
5	 3	 77	 9430	
91	 3	 35	 1235	
2	 17	 8	 11056	
74	 9	 21	 15984	
83	 17	 79	 4447	
77	 4	 50	 14029	
75	 19	 88	 1024	
4	 11	 46	 2319	
4	 12	 62	 3137	
80	 17	 1	 13023	
1	 17	 5	 10243	
87	 17	 3	 16268	
88	 17	 90	 11746	
89	 4	 0	 3719	
4	 19	 91	 11358	
85	 4	 66	 5163	
74	 3	 70	 7643	
0	 3	 90	 1111	
78	 17	 21	 3829	
86	 15	 14	 8372	
78	 4	 81	 14863	
91	 19	 78	 13226	
74	 9	 15	 7643	
75	 17	 1	 7082	
5	 3	 88	 14856	
76	 7	 49	 3797	
1	 8	 30	 15330	
78	 1	 9	 8867	
90	 17	 1	 3768	
91	 8	 30	 11345	
82	 4	 79	 15984	
91	 4	 87	 4056	
81	 5	 62	 929	
75	 14	 55	 1664	
77	 15	 31	 6429	
88	 17	 76	 10288	
76	 15	 73	 16272	
5	 15	 21	 287	
76	 3	 49	 10381	
3	 3	 32	 7797	
74	 6	 33	 10698	
75	 12	 63	 954	
5	 17	 91	 6888	
74	 3	 5	 6642	
2	 13	 63	 15169	
83	 3	 83	 16607	
5	 19	 2	 6213	
91	 15	 32	 3582	
77	 4	 1	 11696	
85	 4	 81	 1819	
82	 18	 50	 10914	
2	 4	 3	 14480	
86	 11	 43	 3337	
1	 0	 20	 6405	
76	 4	 75	 7174	
91	 0	 21	 11221	
79	 4	 40	 11278	
77	 17	 77	 17564	
83	 18	 64	 7252	
83	 13	 62	 9755	
89	 3	 72	 14091	
90	 18	 50	 12811	
88	 19	 78	 4939	
88	 15	 33	 8563	
91	 17	 79	 4890	
91	 17	 81	 6400	
81	 10	 10	 10011	
81	 5	 85	 14355	
90	 5	 83	 1037	
83	 17	 86	 2145	
88	 4	 73	 914	
75	 14	 41	 15578	
88	 17	 87	 17886	
89	 19	 4	 6336	
83	 4	 32	 15002	
77	 3	 53	 10940	
0	 14	 36	 877	
88	 19	 1	 1276	
2	 19	 89	 11911	
82	 4	 69	 12906	
81	 12	 65	 16197	
1	 17	 17	 11138	
82	 3	 84	 9365	
4	 4	 84	 15586	
80	 4	 86	 6288	
1	 3	 81	 16797	
86	 10	 8	 18260	
79	 19	 51	 8679	
88	 7	 48	 9874	
87	 14	 55	 11277	
74	 19	 81	 2287	
91	 18	 47	 9079	
4	 13	 63	 785	
5	 19	 84	 1961	
74	 16	 72	 8471	
89	 15	 17	 7	
1	 19	 78	 17157	
83	 4	 73	 360	
80	 4	 53	 3271	
90	 1	 7	 3353	
75	 9	 13	 9465	
3	 3	 73	 17876	
74	 4	 32	 16388	
83	 17	 7	 11918	
83	 12	 61	 1238	
77	 5	 77	 7045	
5	 4	 86	 5093	
87	 4	 84	 16510	
2	 5	 61	 13468	
74	 17	 5	 16014	
77	 19	 48	 1076	
78	 10	 11	 7237	
3	 17	 14	 8826	
81	 14	 39	 97	
79	 18	 39	 8414	
88	 17	 75	 7724	
79	 7	 40	 3904	
0	 7	 37	 7475	
90	 5	 82	 2933	
3	 15	 70	 11940	
